Text,Label,corrected_label,emotion
"Then what?  Chris.  Even in your letters, there was something ashamed.",5,7,disgust
Yeah.  I suppose I have been. But it's going from me.,6,6,sadness
You've got to tell me.,6,6,sadness
I don't even know how to start.,6,6,sadness
It wouldn't work like this.,6,6,sadness
"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",5,5,neutral
"Yeah, sure.",6,6,sadness
Well I lost them.,6,0,surprise
How many?,5,5,neutral
Pretty much all.,6,6,sadness
"Aw, geez.",6,5,neutral
You can't just toss off a thing like that because they weren't just men. You know?,5,6,sadness
"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",6,6,sadness
"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",6,3,anger
"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",3,7,disgust
"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",6,6,sadness
"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",5,5,neutral
Driving my new car and seeing a new refrigerator.,6,5,neutral
"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",2,7,disgust
And I didn't want any of it. I guess that included you.,6,6,sadness
Do you still feel that way?,5,6,sadness
I just want you to know Annie.,6,6,sadness
"Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?",5,6,sadness
"Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.",5,3,anger
"Annie, Annie.  I am going to make a fortune for you.",6,1,joy
What would I do with a fortune?,5,3,anger
"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",5,5,neutral
"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",5,5,neutral
Fine.,6,3,anger
"Okay.  Is that, is that--",6,6,sadness
No.  That's just foam.  I don't know.  I can't tell.,6,6,sadness
"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",5,6,sadness
Oh no.  you know what I forgot?,5,5,neutral
"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",5,5,neutral
What flashlight?,5,5,neutral
"The flashlight, the silver one.  There's only one, isn't there?",5,5,neutral
That's not your flashlight.,6,6,sadness
Whose is it?,5,5,neutral
It's ours; it's my flashlight too.,6,6,sadness
"Oh...well. Yeah, of course.",6,6,sadness
You keep saying my flashlight like it's just yours.,6,6,sadness
How's that supposed to make me feel?,5,6,sadness
"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",6,6,sadness
"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",5,5,neutral
Do they always run during a full moon?  I don't remember.  Was it full last year?,5,5,neutral
"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",5,5,neutral
"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",5,5,neutral
"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",1,5,neutral
I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,6,5,neutral
I'm cold.,6,0,surprise
Do you want my jacket?,5,6,sadness
"It's after eleven, let's go.",6,6,sadness
What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,5,5,neutral
There is no point.,6,3,anger
Right.,6,6,sadness
That's my point.,6,6,sadness
"Wait, that's my point, too.",6,6,sadness
"Well, then let's go.",6,6,sadness
"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",5,4,fear
Not particularly.,6,6,sadness
I just don't.  It's stupid.,6,3,anger
"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",6,6,sadness
"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",5,6,sadness
Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,6,1,joy
This is a big night for these little guys.  It's like life's last orgy.,6,6,sadness
I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,1,5,neutral
Yeah they do.,6,6,sadness
Oh Augie,6,5,neutral
"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",6,6,sadness
"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",6,5,neutral
I'm just not.,6,6,sadness
For real?,5,5,neutral
"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",5,5,neutral
"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",1,6,sadness
"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",6,7,disgust
Ahh...we weren't in a good spot.,6,0,surprise
Hmm.  We didn't see them the year before either.,6,5,neutral
"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",6,6,sadness
"Look there, see?  What's that?  No, that's - that's just seaweed.",5,5,neutral
"God, this is great.  Think about this.  I know you are not interested, but just think about this.",6,1,joy
"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",6,6,sadness
"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",6,6,sadness
They are swimming right now.  They are swimming as if that is the only thing that matters to them.,6,6,sadness
It's single mindedness with no mind.  It is urgency that is just pure urge.,6,6,sadness
And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,6,6,sadness
"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",6,0,surprise
That's the wind.,6,6,sadness
So what do you think?,5,6,sadness
About what?,5,5,neutral
"About all of that, about all I was talking about.",6,6,sadness
"Look at this, all of the hairs are standing up on my arm.",6,7,disgust
"Well, so, what do you think?",5,6,sadness
About what I was saying.,6,6,sadness
I think it's ridiculous.,6,7,disgust
It certainly is not.  It's slightly exaggerated scientific fact.,6,6,sadness
It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,5,5,neutral
"Not just me, look at all of these people.",6,7,disgust
"Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",1,1,joy
"Are we talking about the same thing, here?",5,6,sadness
"I'm sorry, it's just fish to me.",6,7,disgust
"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",5,6,sadness
"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",6,3,anger
"Well then, what's bugging you?",5,3,anger
We just have different ideas of what this night is supposed to look like.,6,6,sadness
"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",6,7,disgust
"For God- Grow up, Augie.  The fish are not going to arrive.",6,0,surprise
Because they never do.  Have they...Have they ever?,5,5,neutral
We've missed them twice.,6,6,sadness
Twice is every time we have tried; that's ever.,6,6,sadness
They'll show up this time.,6,6,sadness
No they won't.  It's like waiting for Santa Claus.,6,6,sadness
I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,6,1,joy
I thought you wanted to see it.,6,6,sadness
You don't understand anything I am saying.,6,3,anger
No. Of course not.,6,6,sadness
"I did want to see it, I still do, I always do.  I just...",6,6,sadness
"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",6,0,surprise
"It's just fish, it's nothing to get traumatized over.",6,6,sadness
"For God's sake, this is not about fish.",6,7,disgust
Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,6,7,disgust
"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",5,6,sadness
"Okay.  So I am putting out the pets, getting the car out of the garage.",6,6,sadness
Do you remember the first year we came here?  It was like four years after we got married.,5,5,neutral
"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",6,6,sadness
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",2,1,joy
"Wait a minute, I got it.",6,6,sadness
"Drinking champagne from the bottle,",6,6,sadness
"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",6,6,sadness
dancing barefoot in the sand.,6,4,fear
"That's what it is?  Right?  You want this to be like the other time, right?",5,6,sadness
I'd rather not remember some things.  I'd rather not hope for some things.,6,6,sadness
Sure.  All right.  Okay.,6,6,sadness
"Listen, do you want to dance?",5,6,sadness
Do you want me to go get some champagne?,5,3,anger
