Text,Label,Unique_Label
[LAUGHTER],6,452
I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,5,527
I'm cold.,0,528
Do you want my jacket?,6,529
"It's after eleven, let's go.",6,530
What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,5,531
There is no point.,3,532
Right.,6,533
That's my point.,6,534
"Wait, that's my point, too.",6,535
"Well, then let's go.",6,536
"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",4,537
Not particularly.,6,538
Why not?,6,179
I just don't.  It's stupid.,3,539
"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",6,540
"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",6,541
Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,1,542
This is a big night for these little guys.  It's like life's last orgy.,6,543
I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,5,544
Yeah they do.,6,545
Oh Augie,5,546
"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",6,547
"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",5,548
I'm just not.,6,549
For real?,5,550
Yeah.,6,2
"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",5,551
"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",6,552
"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",6,553
Ahh...we weren't in a good spot.,0,554
Hmm.  We didn't see them the year before either.,5,555
"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",6,556
"Look there, see?  What's that?  No, that's - that's just seaweed.",5,557
"God, this is great.  Think about this.  I know you are not interested, but just think about this.",1,558
"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",6,559
"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",6,560
They are swimming right now.  They are swimming as if that is the only thing that matters to them.,6,561
It's single mindedness with no mind.  It is urgency that is just pure urge.,6,562
And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,6,563
"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",0,564
That's the wind.,6,565
So what do you think?,6,566
About what?,5,567
"About all of that, about all I was talking about.",6,568
"Look at this, all of the hairs are standing up on my arm.",6,569
That's the wind.,6,565
"Well, so, what do you think?",6,570
About what?,5,567
About what I was saying.,6,571
I think it's ridiculous.,6,572
It certainly is not.  It's slightly exaggerated scientific fact.,6,573
It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,5,574
"Not just me, look at all of these people.",6,575
"Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",1,576
"Are we talking about the same thing, here?",6,577
"I'm sorry, it's just fish to me.",6,578
"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",6,579
"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",3,580
"Well then, what's bugging you?",3,581
We just have different ideas of what this night is supposed to look like.,6,582
"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",6,583
"For God- Grow up, Augie.  The fish are not going to arrive.",0,584
Why not?,6,179
Because they never do.  Have they...Have they ever?,5,585
We've missed them twice.,6,586
Twice is every time we have tried; that's ever.,6,587
They'll show up this time.,6,588
No they won't.  It's like waiting for Santa Claus.,6,589
I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,1,590
I thought you wanted to see it.,6,591
You don't understand anything I am saying.,3,592
No. Of course not.,6,593
"I did want to see it, I still do, I always do.  I just...",6,594
"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",0,595
"It's just fish, it's nothing to get traumatized over.",6,596
"For God's sake, this is not about fish.",6,597
Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,6,598
"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",6,599
"Okay.  So I am putting out the pets, getting the car out of the garage.",6,600
Do you remember the first year we came here?  It was like four years after we got married.,5,601
"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",6,602
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",1,603
"Wait a minute, I got it.",6,604
"Drinking champagne from the bottle,",6,605
"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",6,606
dancing barefoot in the sand.,4,607
"That's what it is?  Right?  You want this to be like the other time, right?",6,608
I'd rather not remember some things.  I'd rather not hope for some things.,6,609
Sure.  All right.  Okay.,6,610
"Listen, do you want to dance?",6,611
No.,6,136
Do you want me to go get some champagne?,3,612
No.,6,136
Do you want to take off your shoes?,6,613
"No, no. Nothing.",6,614
Then what?,5,615
Do you want to get married again?,0,616
No.,6,136
What?  What?  Do you want a divorce?,5,617
A vacation?,5,618
No.,6,136
Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?,5,619
I just want something to turn out like I expected it to.,6,620
"Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.",6,621
[BREATHING],6,428
"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",1,622
Do you know what you get?  You get this.,5,623
This? What is this?  This is nothing.  This isn't even anything.,5,624
Yes it is.,6,625
Sure.  This is standing on the beach waiting.  This is fighting.,6,626
Right,6,627
"I mean this is a lot of things, but it's just...",6,628
[BREATHING],6,428
Do you understand what I am saying?,5,629
I'm doing the best I can.,6,630
"I know you are Augie, I know.",6,631
"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",0,632
"Maybe if you were with someone else, too.",6,633
I didn't say that.,6,157
I just- I know I don't make you happy.,0,634
"Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.",3,635
Yeah?,5,636
Yeah.  Don't you know that?,5,637
For Heaven's sake Augie.,6,638
"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",6,639
"You know, actually now that you mention it, no I don't.",6,640
"So maybe we are in the wrong spot, but we are with the right person.",6,641
"I don't know, it seemed like such a good spot to me.",5,642
"We have a great view of the moon from here, though, huh?",6,643
"Hmm.  I noticed that, it's pretty. Big old white moon.",5,644
[BREATHING],6,428
And look what I got here.,5,645
"Augie, you bought refreshments.",6,646
It's not champagne.,6,647
I guess we don't need glasses.,6,648
[BREATHING],6,428
Do you want to go home?  Are you cold?,5,649
I'm beginning to think this might be the right spot after all.,6,650
"Augie, I'm sorry.",0,651
"Shh.  If we're very quiet, the fish might come.",4,652
Or not.,6,653
Or not.,6,653
Good God.,5,654
Is it them?,5,655
I wonder.,5,656
Freda is the only one who knows we are here.  She wouldn't ring up.,6,657
It must be them then.,6,658
It had to happen sooner or later.  What are we going to do?,6,659
[BREATHING],6,428
"We are okay, aren't we darling?",3,660
"Now and always, sweet.",6,661
I don't care then.,6,662
